Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
108204,Ieud,MM,1,0,4,0,1
108222,Lapus,MM,1,0,5,0,1
108240,Leordina,MM,1,0,5,1,1
108268,Miresu Mare,MM,3,0,7,0,3
108348,Moisei,MM,3,0,14,0,3
108366,Oarta De Jos,MM,1,0,1,0,1
108400,Ocna Sugatag,MM,3,0,12,9,2
108455,Petrova,MM,1,0,4,0,1
108473,Poienile De Sub Munte,MM,6,1,14,22,6
108491,Remetea Chioarului,MM,2,0,4,0,2
108552,Remeti,MM,1,0,4,0,1
108598,Repedea,MM,1,0,2,1,1
108614,Rona De Jos,MM,1,0,6,0,1
108632,Rona De Sus,MM,2,0,7,0,2
108669,Rozavlea,MM,1,0,6,0,1
108696,Ruscova,MM,2,0,5,1,2
108712,Satulung,MM,3,0,8,6,3
108794,Sacalaseni,MM,3,0,6,0,3
108874,Sacel,MM,1,0,4,0,1
108892,Oras Salistea De Sus,MM,2,0,10,0,2
108918,Salsig,MM,1,0,4,6,1
108945,Sapanta,MM,1,0,3,0,1
108963,Oras Seini,MM,3,0,26,0,3
109005,Stramtura,MM,2,0,9,1,2
109041,Suciu De Sus,MM,4,0,7,0,3
109096,Sisesti,MM,3,0,7,0,3
109176,Oras Somcuta Mare,MM,6,0,25,1,6
109265,Oras Ulmeni,MM,4,0,21,3,4
109354,Valea Chioarului,MM,2,0,3,0,2
109425,Vima Mica,MM,1,0,1,0,1
109504,Viseu De Jos,MM,2,0,4,0,2
109773,Municipiul Drobeta-Turnu Severin,MH,77,248,339,713,73
109826,Simian,MH,5,1,10,11,5
109924,Oras Baia De Arama,MH,5,15,6,41,4
110027,Obarsia-Closani,MH,0,0,0,1,0
110063,Municipiul Orsova,MH,12,32,14,68,10
110116,Oras Strehaia,MH,7,2,13,19,6
110232,Oras Vanju Mare,MH,13,0,7,10,4
110296,Bala,MH,1,0,4,8,1
110456,Balta,MH,0,0,0,1,0
110535,Balacita,MH,1,0,2,3,1
110571,Bacles,MH,1,1,2,10,1
110688,Balvanesti,MH,1,0,1,1,1
110740,Breznita-Motru,MH,1,0,1,1,1
110820,Breznita-Ocol,MH,3,0,5,0,3
110875,Brosteni,MH,2,0,4,1,2
110946,Burila Mare,MH,2,0,4,2,2
111006,Butoiesti,MH,2,0,4,0,2
111097,Cazanesti,MH,1,0,2,1,1
111220,Ciresu,MH,0,0,0,6,0
111275,Corcova,MH,2,0,4,3,2
111417,Corlatel,MH,1,0,2,1,1
111444,Cujmir,MH,2,2,2,10,1
111480,Devesel,MH,2,0,4,1,2
111550,Darvari,MH,1,0,2,1,1
111587,Dumbrava,MH,1,0,1,1,1
111685,Floresti,MH,1,0,2,0,1
111783,Garla Mare,MH,2,0,4,3,2
111818,Godeanu,MH,0,0,0,1,0
111863,Gogosu,MH,1,0,3,5,1
111916,Greci,MH,1,0,1,0,1
111989,Grozesti,MH,1,0,1,1,1
112030,Gruia,MH,1,0,2,2,1
112076,Hinova,MH,1,0,3,4,1
112129,Husnicioara,MH,1,0,1,0,1
112245,Eselnita,MH,1,0,3,1,1
112263,Ilovat,MH,1,0,1,4,1
112334,Ilovita,MH,0,0,0,0,0
112370,Isverna,MH,1,0,1,1,1
112469,Izvoru Barzii,MH,2,0,4,1,2
112548,Jiana,MH,2,0,6,4,2
112600,Livezile,MH,1,0,1,1,1
112664,Malovat,MH,1,0,2,1,1
112744,Obarsia De Camp,MH,1,0,1,1,1
112771,Oprisor,MH,1,0,2,2,1
112806,Padina,MH,0,0,0,1,0
112879,Patulele,MH,2,0,4,5,2
112904,Dubova,MH,1,0,2,1,1
112959,Podeni,MH,0,0,0,1,0
112995,Ponoarele,MH,1,0,1,1,1
113153,Poroina Mare,MH,1,0,1,0,1
113206,Pristol,MH,1,0,1,1,1
113233,Prunisor,MH,1,0,3,1,1
113395,Punghina,MH,1,0,1,7,1
113466,Rogova,MH,1,0,1,1,1
113493,Salcia,MH,2,0,4,0,2
113518,Stangaceaua,MH,1,0,1,0,1
113607,Svinita,MH,1,0,1,1,1
113625,Sisesti,MH,1,0,2,3,1
113698,Sovarna,MH,1,0,1,0,1
113732,Tamna,MH,2,0,3,1,2
113849,Vanatori,MH,2,0,2,2,2
113894,Vanjulet,MH,1,1,1,13,2
113929,Vladaia,MH,1,0,1,2,1
113974,Voloiac,MH,1,0,1,2,1
114060,Branistea,MH,0,0,0,1,0
114079,Vrata,MH,0,0,0,2,0
114319,Municipiul Targu Mures,MS,342,1475,474,2443,132
114355,Cristesti,MS,3,0,4,1,3
114382,Sancraiu De Mures,MS,8,0,17,0,4
114417,Sangeorgiu De Mures,MS,1,0,18,0,1
114453,Santana De Mures,MS,3,0,5,0,1
114514,Municipiul Sighisoara,MS,21,48,38,176,15
114603,Albesti,MS,2,0,2,0,2
114710,Oras Ludus,MS,12,51,14,129,8
114809,Municipiul Reghin,MS,25,51,52,203,22
114854,Oras Sovata,MS,7,7,8,16,6
114925,Municipiul Tarnaveni,MS,17,55,18,218,15
114970,Acatari,MS,3,0,4,4,3
115076,Adamus,MS,2,0,3,0,2
115147,Alunis,MS,2,0,2,0,2
115183,Apold,MS,1,0,1,0,1
115236,Atintis,MS,1,0,2,2,1
115307,Bahnea,MS,1,0,2,1,1
115389,Band,MS,2,0,3,1,2
115520,Batos,MS,2,0,2,0,2
115575,Bagaciu,MS,1,0,1,0,1
115600,Bala,MS,0,0,0,1,0
115637,Balauseri,MS,3,0,2,0,3
115708,Beica De Jos,MS,1,0,2,0,1
115771,Bichis,MS,0,0,0,2,0
115824,Bogata,MS,1,0,1,0,1
115851,Breaza,MS,1,0,1,0,1
115897,Brancovenesti,MS,2,3,2,28,2
115959,Ceuasu De Campie,MS,8,0,21,0,3
116046,Chetani,MS,1,0,1,3,1
116126,Chiheru De Jos,MS,0,0,0,0,0
116171,Coroisanmartin,MS,1,0,1,0,1
116224,Cozma,MS,0,0,0,1,0
116288,Craciunesti,MS,2,0,4,0,2
116340,Craiesti,MS,1,0,1,0,1
116395,Cucerdea,MS,1,0,1,1,1
116439,Cuci,MS,1,0,1,0,1
116493,Danes,MS,3,0,5,0,3
116545,Deda,MS,2,1,4,10,2
116590,Eremitu,MS,2,1,5,7,2
116652,Ernei,MS,3,0,4,1,3
116723,Faragau,MS,1,0,1,2,1
116796,Fantanele,MS,4,0,4,0,3
116867,Galesti,MS,1,0,1,0,1
116938,Ganesti,MS,2,0,3,0,2
116983,Gheorghe Doja,MS,1,0,1,0,1
117042,Ghindari,MS,0,0,1,0,0
117113,Glodeni,MS,2,1,3,9,2
117177,Gornesti,MS,4,1,6,5,4
117275,Grebenisu De Campie,MS,1,0,1,1,1
117319,Gurghiu,MS,4,0,2,2,3
117426,Hodac,MS,2,0,1,2,2
117505,Hodosa,MS,0,0,0,0,0
117550,Ibanesti,MS,1,0,1,0,1
117667,Iclanzel,MS,2,0,1,5,2
117783,Ideciu De Jos,MS,1,0,1,5,1
117827,Oras Iernut,MS,5,0,7,3,5
117925,Livezeni,MS,1,0,3,0,1
117998,Lunca,MS,1,1,1,7,1
118058,Lunca Bradului,MS,1,0,1,0,1
118094,Magherani,MS,1,0,3,0,1
118209,Mica,MS,2,0,2,0,2
118281,Oras Miercurea Nirajului,MS,4,0,5,2,4
118370,Mihesu De Campie,MS,2,0,2,1,2
118469,Nades,MS,1,0,1,0,1
118511,Neaua,MS,1,0,1,0,1
118575,Ogra,MS,2,0,3,1,2
118637,Papiu Ilarian,MS,1,0,1,0,1
118691,Panet,MS,3,0,3,0,3
118753,Pasareni,MS,4,0,4,0,2
118799,Petelea,MS,1,0,1,0,1
118824,Pogaceaua,MS,1,0,1,2,1
118931,Rastolita,MS,1,0,1,1,1
118995,Raciu,MS,2,0,2,0,2
119153,Rusii-Munti,MS,1,0,1,1,1
119206,Saschiz,MS,1,0,3,2,1
119242,Oras Sarmasu,MS,4,0,4,2,4
119331,Oras Sangeorgiu De Padure,MS,3,5,4,19,3
119386,Sanger,MS,2,0,1,0,2
119466,Sanpaul,MS,3,0,5,0,2
119527,Sanpetru De Campie,MS,3,0,3,1,3
119590,Solovastru,MS,1,0,1,0,1
119625,Stanceni,MS,1,0,1,1,1
119661,Suplac,MS,1,0,1,1,1
119723,Suseni,MS,0,0,1,2,0
119750,Saulia,MS,1,0,1,0,1
119803,Sincai,MS,1,0,1,0,1
119858,Taureni,MS,2,0,0,0,2
119894,Oras Ungheni,MS,4,0,4,0,4
119974,Valea Larga,MS,3,0,2,1,3
120076,Vargata,MS,1,0,2,1,1
120138,Vatava,MS,1,0,1,1,1
120174,Vetca,MS,1,0,1,0,1
120218,Viisoara,MS,1,0,1,1,1
120254,Vanatori,MS,1,0,3,0,1
120316,Voivodeni,MS,0,0,1,0,0
120343,Zagar,MS,2,0,0,0,2
120370,Zau De Campie,MS,0,0,2,0,0
120478,Chibed,MS,0,0,0,0,0
120487,Corunca,MS,2,0,3,0,2
120496,Sarateni,MS,7,0,1,0,7
120502,Madaras,MS,0,0,0,0,0
120511,Bereni,MS,0,0,0,0,0
120726,Municipiul Piatra-Neamt,NT,141,226,263,1017,56
120771,Dumbrava Rosie,NT,4,0,4,3,4
120824,Savinesti,NT,1,0,1,2,1
120860,Municipiul Roman,NT,71,100,341,620,34
120888,Cordun,NT,1,0,4,4,1
120922,Horia,NT,1,0,3,5,1
120968,Oras Bicaz,NT,13,5,50,60,8
121055,Oras Targu Neamt,NT,25,45,99,77,13
