Siruta,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
14726,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
14753,-4.638993710691825,-2.2769569317824576,-12.27349889971707,12.59937106918239,-1.7488211254322539
14851,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
14922,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
14940,-2.6389937106918246,-10.276956931782458,-10.27349889971707,-21.40062893081761,0.2511788745677461
15064,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
15108,-2.6389937106918246,-3.2769569317824576,-6.273498899717071,14.59937106918239,0.2511788745677461
15233,-2.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
15313,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
15402,-5.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
15448,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
15493,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
15554,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
15652,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
15741,-1.6389937106918246,-10.276956931782458,-7.273498899717071,-27.40062893081761,1.2511788745677461
15830,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
15901,-1.6389937106918246,-10.276956931782458,-8.27349889971707,-27.40062893081761,-0.7488211254322539
15983,-5.638993710691825,-9.276956931782458,-13.27349889971707,-12.40062893081761,-2.748821125432254
16132,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
16285,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
16329,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
16365,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
16427,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
16454,0.36100628930817535,-9.276956931782458,-4.273498899717071,-10.40062893081761,-1.7488211254322539
16472,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
16506,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
16551,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
16613,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
16659,-2.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
16739,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
16757,-2.6389937106918246,-3.2769569317824576,-4.273498899717071,-5.400628930817611,-0.7488211254322539
16908,-2.6389937106918246,-10.276956931782458,-7.273498899717071,-27.40062893081761,0.2511788745677461
16944,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
17049,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
17101,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-26.40062893081761,-2.748821125432254
17209,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
17254,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
17334,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-3.748821125432254
17398,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
17423,-5.638993710691825,-10.276956931782458,-12.27349889971707,-22.40062893081761,-2.748821125432254
17496,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
17575,-5.638993710691825,-10.276956931782458,-11.27349889971707,-25.40062893081761,-2.748821125432254
17619,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
17726,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
17771,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
17824,-5.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
17851,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
17913,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
17968,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
18028,-2.6389937106918246,-10.276956931782458,-8.27349889971707,-27.40062893081761,-0.7488211254322539
18162,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
18242,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
18331,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
18411,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
18475,-0.6389937106918246,-10.276956931782458,-8.27349889971707,-27.40062893081761,2.251178874567746
18527,-1.6389937106918246,-10.276956931782458,-8.27349889971707,-18.40062893081761,-0.7488211254322539
18554,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
18581,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
18670,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
18741,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-2.748821125432254
18778,-1.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,0.2511788745677461
18858,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
18938,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
19007,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
19114,-5.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-2.748821125432254
19141,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-11.40062893081761,-0.7488211254322539
19212,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
19249,-2.6389937106918246,-9.276956931782458,-6.273498899717071,6.599371069182389,-1.7488211254322539
19338,-3.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,-0.7488211254322539
19392,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
19560,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
19631,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
19695,-4.638993710691825,-0.2769569317824576,-10.27349889971707,17.59937106918239,-1.7488211254322539
19793,-3.6389937106918246,-3.2769569317824576,-11.27349889971707,11.59937106918239,-1.7488211254322539
19999,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
20048,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
20055,-5.638993710691825,-10.276956931782458,-14.27349889971707,-15.40062893081761,-2.748821125432254
20063,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
20297,191.36100628930816,286.7230430682175,616.7265011002829,1335.5993710691823,93.25117887456774
20313,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
20359,-4.638993710691825,-10.276956931782458,-8.27349889971707,-27.40062893081761,-1.7488211254322539
20411,-4.638993710691825,-10.276956931782458,-7.273498899717071,-27.40062893081761,-1.7488211254322539
20466,-2.6389937106918246,-10.276956931782458,5.726501100282929,-27.40062893081761,-1.7488211254322539
20563,29.361006289308175,143.72304306821755,83.72650110028293,349.5993710691824,21.251178874567746
20607,-5.638993710691825,-10.276956931782458,-12.27349889971707,-25.40062893081761,-2.748821125432254
20670,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
20778,0.36100628930817535,18.723043068217542,45.72650110028293,78.59937106918238,3.251178874567746
20821,12.361006289308175,23.723043068217542,44.72650110028293,92.59937106918238,6.251178874567746
20876,8.361006289308175,109.72304306821755,58.72650110028293,141.59937106918238,4.251178874567746
20910,-2.6389937106918246,-9.276956931782458,-8.27349889971707,-16.40062893081761,-1.7488211254322539
20965,1.3610062893081754,-3.2769569317824576,11.72650110028293,36.59937106918239,1.2511788745677461
21007,-2.6389937106918246,-10.276956931782458,-8.27349889971707,-27.40062893081761,-1.7488211254322539
21098,-5.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
21123,-4.638993710691825,-10.276956931782458,-9.27349889971707,-27.40062893081761,-1.7488211254322539
21196,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
21249,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
21338,-4.638993710691825,-10.276956931782458,-9.27349889971707,-27.40062893081761,-1.7488211254322539
21418,-5.638993710691825,-10.276956931782458,-11.27349889971707,-26.40062893081761,-2.748821125432254
21454,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
21506,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-26.40062893081761,-1.7488211254322539
21560,-4.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-1.7488211254322539
21597,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
21668,-4.638993710691825,-10.276956931782458,-9.27349889971707,-27.40062893081761,-1.7488211254322539
